"zone","state","lga","sector","ea","hhid","shock_cd","s15aq1","s15aq1b","s15aq2","s15aq3a","s15aq3b","s15aq3c","s15aq3d","s15aq3e","s15aq4a","s15aq4b","s15aq4c","s15aq5a","s15aq5b","s15aq5c","s15aq5d","s15aq6a","s15aq6b","s15aq6c"
1,26,2613,2,2248,260128,12,1,,,,1,,,,1,,,11,12,,,1,,
1,26,2613,2,2248,260128,13,1,,,,,1,,,2,,,11,12,,,1,,
1,26,2613,2,2248,260130,4,1,,1,,,1,,,1,,,1,,,,1,,
1,26,2608,2,820,260135,11,1,,1,1,,,,,1,,,12,,,,1,,
1,26,2608,2,820,260136,14,1,,1,,1,,,,1,,,,,,,,,
1,26,2608,2,820,260138,4,1,,1,,,,1,,1,,,21,,,,1,,
1,26,2608,2,820,260139,3,1,,1,,1,,,,1,,,7,,,,2,,
1,26,2608,2,820,260140,18,1,,3,1,,1,1,,1,,,7,,,,1,,
1,26,2601,2,822,260141,12,1,,1,,1,,,,1,,,13,16,,,1,,
1,26,2601,2,822,260141,19,1,,1,1,,,,,2,,,21,,,,1,,
1,26,2601,2,822,260142,3,1,,2,,1,,,1,3,2,,12,,,,10,9,
1,26,2601,2,822,260143,1,1,,1,,,1,,,1,,,3,,,,1,,
1,26,2601,2,822,260146,2,1,,1,,1,,,,1,,,8,,,,1,,
1,26,2601,2,822,260146,4,1,,2,1,,1,,,3,,,,,8,,1,,
1,26,2601,2,822,260146,17,1,,,,,,1,,2,,,,1,,,1,,
1,26,2601,2,822,260147,17,1,,1,,,1,,,1,,,1,,,,1,,
1,26,2601,2,822,260148,17,1,,1,1,,,,,1,,,17,,,,98,,
1,26,2613,2,1462,260156,12,1,,2,1,1,,,,1,,,,,,,98,,
1,26,2613,2,1462,260158,2,1,,1,,1,,,,1,,,4,,,,,,
1,26,2613,2,1462,260158,3,1,,1,,,1,,,,,,,,,,,,
1,26,2613,2,1462,260158,5,1,,1,1,,,,,3,,,,8,,,,,
1,26,2613,2,1462,260158,9,1,,1,,,1,,,2,,,,,12,,,,
1,26,2613,2,1462,260160,2,1,,1,,1,,,,2,,,,,4,,,,
1,26,2613,2,1462,260160,17,1,,1,,,,1,,1,,,1,,,,,,
1,26,2613,2,1462,260160,20,1,,,1,,,,,3,,,,8,,,1,,
1,26,2616,2,254,260165,4,1,,1,,,,1,,1,,,21,,,,2,,
1,26,2616,2,254,260167,8,1,,1,,1,,,,1,,,21,,,,1,,
1,26,2616,2,254,260168,13,1,,1,1,,,,,1,,,16,11,,,1,,
1,26,2616,2,254,260168,14,1,,1,,1,,,,2,,,12,,,,1,,
1,26,2616,2,254,260169,14,1,,1,1,,,,,1,2,,,,,,1,,
1,26,2616,2,254,260170,12,1,,1,,1,,,,1,,,11,,,,98,,
1,26,2625,2,926,260171,14,1,,1,1,,,,,1,,,16,,,,1,,
1,26,2625,2,926,260172,9,1,,2,,1,,,1,1,2,,13,,,,1,,
1,26,2625,2,926,260173,14,1,,2,,1,,,1,1,,,11,,,,1,,
1,26,2625,2,926,260174,12,1,,1,1,,,,,1,,,16,,,,1,,
1,26,2625,2,926,260175,5,1,,1,,,1,,,1,,,9,,,,1,,
1,26,2625,2,926,260176,1,1,,,,1,,,,1,,,1,,,,21,,
1,26,2625,2,926,260177,10,1,,1,1,,,,,1,,,21,,,,21,,
1,26,2625,2,926,260177,12,1,,1,,1,,,,2,,,,1,,,21,,
6,27,2701,1,506,270006,2,1,,,,,,1,,2,,,6,7,,,7,,
6,27,2704,2,204,270018,1,1,,,1,,,,,2,,,8,11,,,1,,
6,27,2704,2,204,270018,2,1,,,,,1,,,1,,,8,11,,,12,,
6,27,2715,2,752,270021,2,1,,1,,,,1,,1,,,21,,,,1,,
6,27,2715,2,752,270023,3,1,,1,,,,,1,1,,,7,,,,1,2,3
6,27,2709,1,1646,270038,1,1,,1,1,,,,,3,3,,7,4,,,1,,
6,27,2712,2,110,270050,1,1,,1,,,,1,,1,,,5,8,11,12,1,,
6,27,2712,2,110,270050,12,1,,1,,,,1,,1,,,13,15,14,11,1,,
6,27,2711,1,710,270051,20,1,,4,,1,1,1,1,1,,,14,15,,,98,,
6,27,2711,1,710,270059,20,1,,5,1,1,1,1,1,1,,,,7,7,,1,,
6,27,2707,1,1410,270072,15,1,,2,,,,1,,1,,,21,,,,1,,
6,27,2719,2,100,270082,4,1,,1,,,,1,,2,,,7,,,,1,,
6,27,2719,2,100,270082,13,1,,1,,,,1,,2,,,7,,,,1,,
6,27,2719,2,100,270087,13,1,,1,,,1,,,2,,,,21,,,1,,
6,27,2719,2,100,270089,3,1,,1,,,,1,,2,,,7,,,,1,,
6,27,2703,1,1076,270093,2,1,,1,,1,,,,1,,,8,7,11,,98,,
6,27,2707,1,2136,270105,1,1,,1,,,,,1,,,,7,,,,2,3,4
6,27,2707,1,2136,270107,5,1,,1,1,,,,,2,,,21,,,,1,,
6,27,2707,1,2136,270108,2,1,,1,,1,,,,2,,,21,,,,98,,
6,28,2806,1,802,280004,22,1,"DAMAGES",1,,,1,,,1,,,1,,,,1,,
6,28,2806,1,802,280009,22,1,"DEATH OF UNCLE",1,,,,,1,2,1,,22,,,,1,,
6,28,2806,1,164,280014,4,1,,1,,,,1,,1,,,21,,,,,,
6,28,2806,1,164,280014,5,1,,3,,,,1,,2,,,8,,,,,,
6,28,2816,1,2302,280028,2,1,,1,,,,1,,1,,,21,,,,,,
6,28,2816,1,2302,280030,3,1,,1,,,,1,,1,,,21,,,,,,
6,28,2804,1,340,280037,20,1,,6,1,1,1,1,1,2,,,21,,,,98,,
6,28,2802,2,566,280042,1,1,,1,,,1,,,2,,,7,,,,98,,
6,28,2802,2,566,280044,1,1,,1,,,,1,,1,,,2,,,,,,
6,28,2802,2,566,280045,22,1,"CHILD ACCIDENT",1,,,,1,,1,,,16,,,,1,4,
6,28,2802,2,566,280048,2,1,,1,,,,,1,,,,22,,,,2,1,
6,28,2802,2,566,280049,1,1,,1,,,1,,,2,,,21,,,,1,,
6,28,2802,2,566,280050,2,1,,1,,,,,1,2,,,12,,,,2,,
6,28,2811,2,588,280059,2,1,,1,,,,1,,,,,,,,,1,,
6,28,2816,2,3944,280078,11,1,,1,,,,1,,1,,,4,7,10,,,,
6,28,2814,1,1876,280081,3,1,,1,,,,,,2,1,,,,,,,,
6,28,2814,1,1876,280084,22,1,"DEATH OF WIFE",1,1,,,,,2,,,1,,,,1,2,3
6,28,2810,2,2394,280100,1,1,,1,,,,,1,1,,,21,,,,1,,
6,28,2810,1,3722,280104,21,1,,1,,,,,1,1,,,22,,,,98,,
6,28,2810,1,3722,280105,21,1,,,,,,,1,1,,,22,,,,98,,
6,28,2813,2,612,280116,3,1,,1,,,,1,,1,,,8,,,,2,,
6,29,2927,1,1124,290017,22,1,"CHRONIC ILLNESS",1,,1,,,,1,,,21,,,,98,,
6,29,2930,1,1418,290023,8,1,,1,,1,,,,1,,,6,9,15,,1,,
6,29,2930,1,1418,290025,22,1,,1,,,,1,,1,,,22,,,,2,,
6,29,2930,1,1418,290030,9,1,,,1,,1,,,1,,,7,8,11,,,,
6,29,2930,1,1418,290030,18,1,,,,,1,1,,2,,,8,15,11,,,,
6,29,2930,1,1300,290038,3,1,,3,1,,1,,,1,,,7,12,15,,,,
6,29,2930,1,1300,290038,8,1,,1,,,1,,,2,,,15,12,,,,,
6,29,2930,1,1300,290039,7,1,,,,,,1,,2,,,7,15,,,,,
6,29,2930,1,1300,290039,19,1,,,,,,1,,3,,,8,,,,,,
6,29,2930,1,1300,290039,20,1,,,,,1,1,,1,,,7,8,11,,,,
6,29,2930,1,1300,290040,6,1,,,,,1,1,,1,,,6,,,,,,
6,29,2909,2,220,290047,10,1,,,,,,1,,1,,,21,,,,,,
6,29,2909,2,220,290049,1,1,,,,,,,,2,,,21,,,,2,,
6,29,2909,2,220,290049,3,1,,,,,,1,,3,,,6,9,,,2,,
6,29,2909,2,220,290049,18,1,,,,1,,,,1,,,15,,,,2,,
6,29,2918,1,952,290054,15,1,,1,,,1,,,2,,,21,,,,98,,
6,29,2918,1,952,290054,22,1,,1,1,1,,,,1,,,7,,,,1,2,
6,29,2905,1,384,290062,4,1,,,,,,1,,2,,,6,,,,1,,
6,29,2905,1,384,290066,20,1,,,,,1,,,1,,,9,,,,1,,
6,29,2905,1,1096,290071,3,1,,,,,,1,,1,,,6,,,,2,,
6,29,2905,1,1096,290072,2,1,,1,,1,,,,1,,,21,,,,1,,
6,29,2905,1,1096,290079,2,1,,1,,,,1,,1,,,21,,,,1,,
6,29,2910,1,350,290087,3,1,,1,,,1,,,1,,,22,,,,98,,
6,29,2910,1,350,290090,22,1,"DEATH OF CHILD",1,1,,,,,1,,,22,,,,98,,
6,29,2911,1,746,290092,22,1,"BLEEDING DURING PREG",1,,,,1,,1,,,22,,,,1,2,
6,29,2911,2,1870,290101,22,1,"ACCIDENT",1,,,1,,,1,,,8,14,22,,2,,
6,29,2923,2,1126,290112,2,1,,1,,,1,,,1,,,21,,,,1,,
6,29,2923,2,1126,290113,5,1,,1,,,1,,,1,,,14,,,,2,,
6,29,2923,2,1126,290116,2,1,,1,1,,,,,2,,,7,,,,1,,
6,29,2923,2,1126,290116,13,1,,1,,,1,,,1,,,21,,,,1,,
6,29,2923,1,396,290125,2,1,,,1,,,,,1,,,21,,,,1,,
6,29,2923,1,396,290127,12,1,,,,1,,,,2,,,8,,,,1,,
6,29,2923,1,396,290127,19,1,,,,1,1,,,1,,,8,15,,,1,,
6,29,2902,1,1028,290135,7,1,,,,,1,,,1,,,15,,,,1,,
6,29,2902,1,1028,290136,1,1,,2,,,,,1,2,,,21,,,,,,
6,29,2902,1,1028,290136,3,1,,1,,,,1,,1,,,11,8,7,,,,
6,29,2902,1,1028,290139,1,1,,,,1,,,,1,,,6,,,,1,,
6,29,2902,1,1028,290140,2,1,,,1,,,,,1,,,14,,,,,,
6,29,2920,1,506,290141,1,1,,1,,,,1,,3,,,21,,,,98,,
6,29,2920,1,506,290142,2,1,,1,,,1,,,1,,,22,,,,1,,
6,29,2920,1,506,290145,22,1,,1,,,1,,,1,,,22,7,,,1,,
6,29,2920,1,506,290148,2,1,,1,,,1,,,1,,,21,,,,1,,
6,29,2920,1,1210,290155,15,1,,1,1,,,,,1,,,8,7,22,,98,,
6,29,2920,1,1210,290156,2,1,,1,,,,1,,1,,,22,,,,1,,
6,29,2920,1,1210,290158,21,1,,1,,,1,,1,1,,,22,,,,1,,
6,29,2914,1,214,290165,3,1,,,,,,1,,1,,,8,15,,,2,,
6,29,2920,2,1628,290173,1,1,,1,,,1,,,1,,,21,,,,1,2,
6,29,2920,2,1628,290180,21,1,,1,1,,,,,1,,,,,,,98,,
6,30,3009,1,764,300008,18,1,,,,,,,,2,3,,14,8,,,,,
6,30,3009,1,764,300008,19,1,,,,,,,,2,3,,14,8,,,,,
6,30,3009,1,764,300008,20,1,,,,,,,,2,3,,14,8,,,,,
6,30,3009,1,764,300009,1,1,,,1,,,,,2,,,7,8,6,14,1,2,
6,30,3009,1,764,300009,2,1,,1,1,,,,,2,1,,6,21,14,,1,2,
6,30,3009,1,764,300009,20,1,,1,1,1,1,1,1,,,,,,,,,,
6,30,3009,1,764,300009,21,1,,1,,,,1,,,,,,,,,,,
6,30,3007,1,1624,300015,22,1,"Illnessof respondent",2,1,1,1,1,1,3,,,7,8,22,,,,
6,30,3007,1,1624,300019,20,1,,5,,,1,1,,2,,,7,8,,,,,
6,30,3012,2,334,300037,3,1,,1,,,1,,,1,,,8,12,7,,,,
6,30,3012,2,334,300037,18,1,,3,,,1,1,1,1,,,16,12,,,,,
6,30,3012,2,334,300037,19,1,,3,,,,1,1,1,,,16,12,,,,,
6,30,3012,2,334,300039,12,1,,1,,,,1,,3,,,14,22,,,98,,
6,30,3014,2,120,300048,11,1,,1,,,1,,,1,,,13,11,,,1,2,
6,30,3014,2,120,300048,19,1,,,,2,2,,,2,,,6,13,,,,,
6,30,3014,2,120,300049,3,1,,2,,,,1,,1,,,,,,,4,,
6,30,3014,2,120,300049,18,1,,6,1,1,1,1,1,2,,,,,,,,,
6,30,3014,2,120,300050,22,1,"Accident",1,,,1,,,3,,,7,8,22,,1,,
6,30,3024,1,1924,300051,4,1,,1,1,,,,,1,,,,21,,,1,2,3
6,30,3024,1,1924,300051,22,1,,2,,,1,,,2,,,21,,,,1,2,3
6,30,3024,1,1924,300055,3,1,,1,,,,1,,2,,,21,,,,,,
6,30,3024,1,1924,300057,1,1,,1,,,,,,1,,,21,,,,,,
6,30,3024,1,1924,300060,22,1,,1,,,1,,,1,,,22,,,,1,2,3
6,30,3024,1,1406,300065,6,1,,1,1,,,,,2,,,12,8,,,1,,
6,30,3024,1,1406,300069,21,1,,2,,1,1,,,3,,,22,,,,98,,
6,30,3025,1,2052,300074,21,1,,1,,1,,,,3,,,9,,,,98,,
6,30,3025,1,2052,300078,20,1,,4,,1,1,1,1,1,,,14,11,5,,,,
6,30,3025,1,2052,300079,5,1,,3,1,1,1,1,1,,,,,,,,,,
6,30,3025,1,2052,300080,3,1,,,,,1,,,1,,,8,15,12,7,2,3,4
6,30,3005,1,2870,300081,3,1,,,1,,,,,1,,,7,21,,,,,
6,30,3005,1,2870,300085,22,1,"NURTW Crisis",7,1,1,1,1,1,3,,,22,,,,98,,
6,30,3005,1,2870,300088,5,1,,1,1,,,,,2,,,12,,,,1,2,
6,30,3005,1,2942,300094,1,1,,1,1,,,,,1,,,21,,,,,,
6,30,3005,1,2942,300095,1,1,,1,,1,,,,3,,,6,7,,,98,,
6,30,3005,1,2942,300095,3,1,,1,,1,,,,2,,,14,15,8,11,98,,
6,30,3005,1,2942,300100,5,1,,2,,,1,1,,2,,,12,15,,,1,2,5
6,30,3010,1,1762,300102,4,1,,3,,,,1,,2,,,8,7,11,,,,
6,30,3010,1,1762,300102,18,1,,15,,1,1,1,,2,,,8,11,,,,,
6,30,3010,1,1762,300104,2,1,,1,,,,1,,1,,,14,,,,1,,
6,30,3010,1,1762,300109,5,1,,1,,,,,1,1,,,8,11,14,,1,2,3
6,30,3009,1,1642,300113,9,1,,1,1,,,,,1,,,18,,,,1,2,3
6,30,3009,1,1642,300117,2,1,,,,,,1,,2,,,4,,,,1,2,3
6,30,3009,1,1642,300120,2,1,,1,1,,,,,1,,,7,21,,,2,,
6,30,3002,1,1310,300136,3,1,,2,,,,,1,1,,,8,11,14,,98,,
6,30,3002,1,1310,300136,8,1,,,,,1,,1,1,,,7,8,,,,,
6,30,3002,1,1310,300140,3,1,,3,,,1,1,1,1,,,3,7,,,1,,
6,30,3002,1,1264,300146,4,1,,1,1,,,,,,,,4,12,21,,1,,
6,30,3002,1,1264,300146,8,1,,1,,1,,,,,,,8,,,,1,,
6,30,3002,1,1264,300146,16,1,,1,1,,,,,,,,16,,,,1,,
6,30,3002,1,1264,300148,8,1,,2,,,1,1,,1,,,6,,,,1,2,
6,30,3030,1,946,300152,3,1,,3,,,1,1,1,1,,,15,7,,,1,,
6,30,3030,1,946,300152,15,1,,1,,,1,,,1,,,7,,,,1,2,
6,30,3030,1,946,300155,1,1,,1,,,1,,,1,,,16,3,8,19,1,2,3
6,30,3030,1,946,300155,18,1,,3,1,1,,1,,2,,,16,3,8,19,1,2,3
6,30,3030,1,946,300155,20,1,,3,1,1,,1,,3,,,16,3,8,19,1,2,3
6,30,3023,2,622,300177,1,1,,1,1,,,,,1,,,6,7,8,15,1,2,4
6,30,3023,2,622,300177,12,1,,1,,1,,,,2,,,6,7,8,15,1,2,4
6,30,3023,2,622,300180,21,1,,1,,,1,,,1,,,1,3,,,,,
6,30,3015,2,1688,300199,3,1,,5,1,1,1,1,1,1,,,3,7,,,98,,
6,30,3032,1,1088,300204,22,1,"DEATH OF CHILD",,,,,,1,1,,,21,,,,98,,
6,30,3032,2,520,300212,10,1,,1,,1,,,,1,,,1,12,11,16,98,,
6,30,3032,2,520,300218,12,1,,2,,,,1,1,1,,,13,4,,,98,,
6,30,3032,2,520,300218,19,1,,2,,,,1,1,1,,,21,,,,98,,
6,30,3004,2,216,300224,12,1,,1,,,,1,,,,,,,,,1,2,
6,30,3004,2,216,300225,12,1,,1,,,,1,,2,,,21,,,,1,,
6,30,3004,2,216,300230,11,1,,1,,,1,,,1,,,,,,,7,,
6,30,3004,2,216,300230,14,1,,1,,,,1,,2,,,,,,,6,,
1,31,3101,2,604,310015,1,1,,1,,1,,,,1,,,13,7,1,21,1,2,3
1,31,3101,2,604,310017,2,1,,1,,,,,1,1,,,2,7,14,21,,,
1,31,3115,2,680,310026,1,1,,1,,,,1,,1,,,7,,,,1,,
1,31,3115,2,680,310029,2,1,,1,1,,,,,1,,,14,17,7,11,1,2,4
1,31,3115,2,680,310029,3,1,,2,,,,1,1,1,,,7,17,14,11,2,4,6
1,31,3115,2,680,310029,15,1,,1,,,,1,,1,,,17,14,7,11,1,2,4
1,31,3115,2,680,310030,2,1,,2,1,1,,,,3,,,7,9,,,,,
1,31,3115,2,680,310030,14,1,,2,,,1,1,,2,,,7,,,,,,
1,31,3115,2,680,310030,18,1,,2,,1,1,,,1,,,21,22,,,,,
1,31,3111,2,2966,310032,20,1,,2,,1,1,,,1,,,11,8,7,,,,
1,31,3107,2,1092,310045,13,1,,1,,,1,,,1,,,7,8,11,,98,,
1,31,3107,2,1092,310046,13,1,,,,,1,,,1,,,8,7,11,,98,,
1,31,3107,2,1092,310049,13,1,,1,1,,,,,1,,,1,8,7,11,98,,
1,31,3107,2,1092,310049,15,1,,1,,,1,,,2,,1,,7,8,11,98,,
1,31,3107,2,1092,310049,18,1,,1,1,,1,,,3,,,1,8,7,11,98,,
1,31,3113,2,332,310061,1,1,,,,,1,,,1,,,1,7,14,,1,,
1,31,3113,2,332,310063,12,1,,2,,1,1,,,1,,,11,8,3,,98,,
1,31,3113,2,332,310068,12,1,,2,,1,1,,,1,,,,11,8,,,,
1,31,3109,2,1026,310077,13,1,,1,1,,,,,1,,,7,8,11,,98,98,98
1,31,3109,2,1026,310080,12,1,,2,,1,1,,,1,,,8,7,11,,98,,
1,31,3109,2,1026,310080,18,1,,1,,,1,,,2,,,7,8,11,,98,,
1,31,3112,2,350,310086,12,1,,1,,1,,,,1,,,7,8,,,98,,
1,31,3112,2,350,310086,18,1,,1,,1,,,,,2,,8,11,,,28,,
1,31,3116,2,1344,310098,1,1,,1,,1,,,,1,,,8,1,4,,1,2,
1,31,3116,2,1344,310100,13,1,,1,,,,2,,1,,,8,11,,,98,,
1,31,3103,2,874,310104,12,1,,2,1,1,,,,1,,,7,11,8,,,,
1,31,3103,2,874,310104,17,1,,1,,,,1,,2,,,11,8,7,,,,
1,31,3103,2,874,310105,12,1,,1,1,,,,,1,,,11,14,,,,,
1,31,3103,2,874,310107,3,1,,2,1,,,1,,,2,,21,,,,,,
1,31,3103,2,874,310109,12,1,,,1,,1,,,,2,,8,11,,,98,,
5,32,3215,1,2978,320001,20,1,,,1,,1,,1,1,,,14,4,,,98,,
5,32,3215,1,2978,320001,22,1,,,1,,,,,3,,,14,16,,,98,,
5,32,3215,1,2978,320002,4,1,,,,,1,,,3,,,15,16,,,98,,
5,32,3215,1,2978,320002,20,1,,,,1,,,,3,,,15,,,,,,
5,32,3215,1,2978,320007,2,1,,1,1,,,,,1,,,10,,,,1,,
5,32,3223,2,578,320033,3,1,,,,,1,,,3,,,8,,,,98,,
5,32,3223,2,578,320034,2,1,,1,1,,,,,1,1,,8,10,,,1,,
5,32,3223,2,578,320034,11,1,,1,,,1,,,,,,,,,,,,
5,32,3223,2,578,320035,13,1,,,,,,1,,1,,,5,14,,,98,,
5,32,3223,2,578,320038,1,1,,1,2,,,,,3,,,6,8,7,3,98,,
5,32,3223,2,578,320040,1,1,,1,,1,,,,3,,,2,14,7,,98,,
5,32,3209,1,1208,320044,2,1,,,,,,,,2,3,,7,,,,98,,
5,32,3209,1,1208,320049,5,1,,,1,,,,,1,,,11,,,,98,,
5,32,3215,1,4712,320055,16,1,,1,,1,,,,1,,,2,,,,1,,
5,32,3215,1,4712,320058,6,1,,1,,,,1,,2,,,7,8,15,16,3,,
5,32,3215,1,1896,320064,5,1,,2,,,1,1,,3,2,1,21,1,,,,,
5,32,3215,1,1896,320071,1,1,,,,1,1,,,1,,,22,,,,98,,
5,32,3215,1,1896,320072,5,1,,,,1,,,,,,,14,15,8,5,,98,
5,32,3206,2,276,320074,3,1,,,,,,,1,1,,,22,,,,98,,
5,32,3206,2,276,320075,4,1,,,,,1,,,1,,,8,,,,98,,
5,32,3206,2,276,320079,4,1,,2,,,,1,1,1,2,3,21,,,,98,,
5,32,3206,2,276,320081,1,1,,,1,,,,,2,,,22,,,,98,,
5,32,3208,2,2244,320084,3,1,,2,,,1,1,,1,,,22,,,,98,,
5,32,3208,2,2244,320085,2,1,,,,,,1,,1,,,22,,,,98,,
5,32,3208,2,2244,320086,2,1,,,,,,1,,1,,,22,,,,98,,
5,32,3208,2,2244,320088,2,1,,1,,,,,1,3,1,2,8,21,7,,1,3,
5,32,3208,2,2244,320088,3,1,,1,,,,1,1,3,1,2,8,21,7,,1,3,
5,32,3204,1,346,320095,2,1,,,,,1,,,1,,,22,,,,98,,
5,32,3201,2,2034,320104,3,1,,2,,,,,1,3,1,2,6,7,13,,,,
5,32,3201,2,2034,320104,9,1,,10,,,1,1,1,1,3,2,13,6,7,,,,
5,32,3201,2,2034,320105,17,1,,2,,,,1,1,3,1,2,7,6,8,,1,,
5,32,3222,1,1624,320107,21,1,,,,1,1,1,,,,,,,,,,,
5,32,3222,1,1624,320110,4,1,,,,1,,,,,,,15,10,,,98,,
5,32,3222,1,1624,320111,12,1,,1,,,,,,1,,,21,,,,98,,
5,32,3222,1,1624,320111,20,1,,2,,,1,1,,1,,,15,16,,,,,
5,32,3222,1,1624,320114,1,1,,,1,,,,,1,,,14,,,,98,,
5,32,3222,1,1624,320114,2,1,,,,1,,,,2,,,14,,,,98,,
5,32,3222,1,1624,320115,3,1,,1,,,,1,,3,,,7,,,,98,,
5,32,3201,2,2034,320117,2,1,,1,,,,1,,2,,,22,,,,,,
5,32,3201,2,2034,320118,2,1,,1,1,,,1,,1,,,22,,,,98,,
5,32,3201,2,2034,320119,2,1,,,,,1,,,3,,,22,,,,,,
5,32,3201,2,2034,320123,1,1,,1,,,,1,,1,,,,,,,,,
5,32,3203,2,2644,320124,2,1,,1,,,,,1,2,3,1,8,7,6,,98,,
5,32,3203,2,2644,320128,2,1,,1,,,,,1,,,,9,2,,,98,,
5,32,3203,2,2644,320129,2,1,,1,,1,,,,1,,,22,,,,98,,
5,32,3203,2,2644,320133,5,1,,1,,,,1,,,,,6,8,11,,,,
5,32,3202,2,84,320136,2,1,,1,,,1,,,3,1,2,7,8,15,,1,2,
5,32,3202,2,84,320136,17,1,,2,,,,1,1,3,1,2,7,8,15,,1,2,
5,32,3202,2,84,320139,2,1,,,1,,,,,3,,,22,,,,98,,
5,32,3202,2,84,320140,2,1,,2,,1,1,,,2,,,22,22,,,98,,
5,32,3202,2,84,320141,2,1,,,1,1,,,,3,,,22,22,,,98,,
5,32,3202,2,84,320142,20,1,,2,1,1,,,,,,,11,8,,,98,,
5,32,3202,2,84,320143,1,1,,1,1,,,,,3,,,8,10,7,,98,,
5,32,3202,2,84,320143,20,1,,1,,,,,,,,,11,13,,,98,,
5,32,3216,2,1184,320144,2,1,,1,,,,1,,3,1,2,8,7,6,3,1,2,
5,32,3216,2,1184,320144,17,1,,2,,,,1,1,2,3,1,6,15,2,3,1,2,
5,32,3216,2,1184,320145,20,1,,3,,,1,1,1,3,2,1,8,14,15,7,1,2,3
5,32,3216,2,1184,320150,20,1,,1,1,1,,,,1,,,11,8,,,5,,
5,32,3216,2,1184,320150,22,1,"MENTALLY DERANGED",1,,1,1,1,1,2,,,,,,,,98,
5,32,3223,2,390,320155,3,1,,1,1,,,,,2,,,8,11,,,98,,
5,32,3223,2,390,320155,5,1,,1,1,,,,,1,,,3,5,,,98,,
5,32,3223,2,390,320155,13,1,,1,1,,,,,3,,,13,,,,98,,
5,32,3221,2,132,320165,1,1,,,1,1,1,1,1,1,,,11,14,16,,98,,
5,32,3221,2,132,320166,9,1,,,,,,1,,1,,,14,16,,,98,,
5,32,3210,2,1692,320171,9,1,,3,,1,1,1,,1,,,11,14,16,,98,,
5,32,3216,2,1184,320187,2,1,,1,,,,1,,1,2,3,8,7,15,,1,,
5,32,3216,2,1184,320189,2,1,,2,,1,,1,,2,,,22,,,,,,
5,32,3213,2,128,320191,1,1,,1,,1,,,,1,,,11,15,,,98,,
5,32,3207,2,1464,320200,1,1,,2,,,1,1,,2,,,22,,,,,,
5,32,3207,2,1464,320201,1,1,,3,,1,1,1,,2,,,22,,,,98,,
5,32,3212,2,314,320205,3,1,,,,,,,,3,,,8,,,,1,,
3,33,3321,1,1182,330001,1,1,,1,,,,1,,1,,,21,,,,98,,
3,33,3321,1,1182,330001,3,1,,2,,1,,1,,1,,,7,,,,98,,
3,33,3321,1,1182,330002,1,1,,1,,,,1,,1,,,21,,,,98,,
3,33,3321,1,1182,330002,3,1,,2,,1,,,,1,,,7,,,,98,,
3,33,3321,1,1182,330003,3,1,,2,,,,,1,1,,,21,,,,98,,
3,33,3321,1,1182,330005,1,1,,,,1,,,,2,,,22,,,,98,,
3,33,3321,1,1182,330006,22,1,"ACCIDENT",1,1,,,,1,1,,,3,7,11,8,98,,
3,33,3321,1,1182,330007,3,1,,2,,,,1,,1,,,21,,,,98,,
3,33,3321,1,1182,330010,1,1,,1,,,,1,,1,,,21,,,,98,,
3,33,3321,1,1182,330010,3,1,,3,,,,,1,1,,,7,,,,98,,
3,33,3311,1,702,330011,3,1,,,,,,,1,1,,,21,,,,98,,
3,33,3311,1,702,330011,13,1,,,,,,,1,1,,,21,,,,98,,
3,33,3311,1,702,330011,15,1,,,,,,,1,1,,,7,,,,98,,
3,33,3311,1,702,330012,3,1,,2,,,,1,1,1,,,21,,,,98,,
3,33,3311,1,702,330012,13,1,,1,,,,1,,1,,,7,,,,98,,
3,33,3311,1,702,330012,15,1,,1,,,,1,,1,,,7,,,,98,,
3,33,3311,1,702,330013,3,1,,1,,,,1,,1,,,21,,,,98,,
3,33,3311,1,702,330013,13,1,,1,1,,,1,,1,,,7,,,,98,,
3,33,3311,1,702,330013,15,1,,1,1,,,1,,1,,,7,,,,98,,
3,33,3311,1,702,330014,3,1,,3,,1,,1,1,1,,,21,,,,98,,
3,33,3311,1,702,330014,13,1,,1,,,,1,,,,,7,,,,98,,
3,33,3311,1,702,330016,3,1,,3,,1,,1,1,1,,,21,,,,98,,
3,33,3311,1,702,330016,13,1,,1,,,,1,,1,,,7,,,,98,,
3,33,3310,2,476,330022,17,1,,1,,,,1,,1,,,21,,,,1,,
3,33,3310,2,476,330024,12,1,,1,,,1,,,1,,,21,,,,1,,
3,33,3310,2,476,330026,13,1,,1,,,,1,,1,,,21,,,,1,,
3,33,3310,2,476,330030,17,1,,1,,,,1,,1,,,21,,,,1,,
3,33,3323,2,92,330031,13,1,,1,,,,1,,1,,,21,,,,1,,
3,33,3323,2,92,330034,13,1,,1,,,,1,,1,,,21,,,,1,,
3,33,3323,2,92,330036,13,1,,1,,,,,,1,,,21,,,,1,,
3,33,3318,2,30,330041,3,1,,,,,,1,,1,,,21,,,,1,,
3,33,3318,2,30,330041,12,1,,,,1,,,,1,,,21,,,,1,,
3,33,3318,2,30,330044,3,1,,3,,1,1,1,,1,,,21,,,,1,,
3,33,3318,2,30,330045,3,1,,1,,1,,,,1,,,21,,,,1,,
3,33,3313,2,930,330051,22,1,"ISKA",1,,1,,,,1,,,21,,,,98,,
3,33,3313,2,930,330052,8,1,,1,,,,1,,1,,,21,,,,1,,
